hist_avg_units,hist_trend,entitlement_limit,num_people,days_home,month_sin,month_cos,baseload_kwh,ac_1ton_kwh,ac_1_5ton_kwh,geyser_kwh,wm_kwh,microwave_kwh,cooler_kwh,iron_kwh,has_ac_1ton,has_ac_1_5ton,has_geyser,has_wm,has_microwave,has_cooler,has_iron,month,theoretical_units,actual_units
694.02,-13.25,200.0,4,18,1.0,0.0,224.34,0.0,558.51,3.47,2.77,25.53,0.0,10.39,0,1,1,1,1,0,1,3,825.02,487.05
416.23,-27.73,200.0,5,25,0.0,-1.0,53.7,0.0,443.86,0.0,0.0,0.0,0.0,2.17,0,1,0,0,0,0,1,6,499.72,310.04
288.52,36.92,200.0,4,27,-1.0,-0.0,201.84,132.29,0.0,0.0,0.0,0.0,0.0,7.79,1,0,0,0,0,0,1,9,341.93,194.76
248.69,-37.35,200.0,4,24,0.866025,0.5,198.6,0.0,0.0,35.59,14.55,38.92,0.0,6.5,0,0,1,1,1,0,1,2,294.15,220.28
205.94,4.11,200.0,2,28,0.866025,0.5,221.1,0.0,0.0,0.0,0.0,0.0,0.55,4.76,0,0,0,0,0,1,1,2,226.41,172.57
202.65,-5.07,200.0,3,28,1.0,0.0,237.72,0.0,0.0,0.31,7.27,0.0,0.0,0.0,0,0,1,1,0,0,0,3,245.31,262.68
176.67,-41.31,194.34,4,23,0.5,0.866025,198.6,0.0,0.0,0.0,0.0,14.54,0.0,2.6,0,0,0,0,1,0,1,1,215.74,157.51
196.53,-38.78,200.0,5,22,0.0,-1.0,179.34,0.0,0.0,0.0,0.0,0.0,51.82,16.67,0,0,0,0,0,1,1,6,247.83,216.03
203.53,-30.96,200.0,5,30,-0.5,0.866025,200.22,0.0,0.0,19.91,0.0,31.33,0.0,5.85,0,0,1,0,1,0,1,11,257.3,225.76
170.11,33.33,187.12,3,30,-1.0,-0.0,173.46,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0,0,0,0,0,0,1,9,182.12,160.57
317.13,9.77,200.0,4,26,-0.5,0.866025,222.72,47.83,0.0,61.21,0.0,23.31,0.0,4.87,1,0,1,0,1,0,1,11,359.93,311.95
237.71,13.76,200.0,4,30,0.5,0.866025,208.32,0.0,0.0,30.84,0.0,26.0,5.54,7.14,0,0,1,0,1,1,1,1,277.84,248.92
300.09,65.93,200.0,2,30,0.866025,0.5,177.72,0.0,0.0,105.46,6.24,35.7,0.0,11.37,0,0,1,1,1,0,1,2,336.48,266.79
423.98,-39.44,200.0,2,30,-0.0,1.0,239.34,0.0,232.74,0.0,0.0,0.0,0.0,3.68,0,1,0,0,0,0,1,12,475.76,355.07
203.19,-3.56,200.0,3,22,-0.5,-0.866025,225.96,0.0,0.0,11.23,2.6,0.0,0.0,5.2,0,0,1,1,0,0,1,7,244.98,190.08
173.23,-11.9,190.55,5,27,-0.5,0.866025,203.46,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0,0,0,0,0,0,1,11,209.96,198.08
549.49,-7.87,200.0,3,30,-1.0,-0.0,185.82,0.0,396.5,32.95,0.0,36.73,0.0,2.17,0,1,1,0,1,0,1,9,654.17,521.66
177.15,-50.79,194.87,6,30,-0.5,-0.866025,195.96,0.0,0.0,0.0,0.0,0.0,0.0,10.82,0,0,0,0,0,0,1,7,206.78,235.92
174.71,32.87,192.18,2,19,-0.866025,0.5,176.7,0.0,0.0,41.06,0.0,0.0,0.0,3.68,0,0,1,0,0,0,1,10,221.44,180.76
218.6,-0.77,200.0,4,30,-0.0,1.0,176.1,0.0,0.0,48.0,0.0,31.98,0.0,4.87,0,0,1,0,1,0,1,12,260.95,206.12
415.27,39.02,200.0,6,26,1.0,0.0,201.84,0.0,243.61,17.92,0.0,10.93,0.0,8.23,0,1,1,0,1,0,1,3,482.52,484.02
152.44,11.56,167.68,3,30,-0.866025,0.5,156.84,0.0,0.0,0.0,0.0,0.0,0.0,18.19,0,0,0,0,0,0,1,10,175.03,177.41
200.77,-66.88,200.0,2,30,-0.866025,-0.5,203.46,0.0,0.0,0.0,6.24,0.0,0.0,13.53,0,0,0,1,0,0,1,8,223.23,177.36
235.53,-7.1,200.0,2,19,-0.866025,0.5,224.34,0.0,0.0,19.23,0.0,24.23,0.0,6.93,0,0,1,0,1,0,1,10,274.72,201.93
186.12,-12.69,200.0,5,29,-1.0,-0.0,196.98,0.0,0.0,0.0,3.12,9.68,0.0,8.23,0,0,0,1,1,0,1,9,218.01,198.09
197.4,6.93,200.0,3,30,-1.0,-0.0,211.98,0.0,0.0,0.0,0.0,13.11,0.0,8.12,0,0,0,0,1,0,1,9,233.2,209.0
299.18,53.09,200.0,3,30,1.0,0.0,182.58,171.42,0.0,0.0,0.0,0.0,0.0,4.55,1,0,0,0,0,0,1,3,358.55,281.96
164.39,-8.17,180.83,3,22,-0.0,1.0,116.34,0.0,0.0,0.0,0.0,36.76,0.0,5.85,0,0,0,0,1,0,1,12,158.95,83.47
182.61,9.36,200.0,5,27,0.5,-0.866025,206.7,0.0,0.0,0.0,5.54,0.0,0.0,6.5,0,0,0,1,0,0,1,5,218.74,276.01
177.38,-2.51,195.12,6,30,0.866025,-0.5,194.94,0.0,0.0,0.0,13.86,0.0,0.0,0.0,0,0,0,1,0,0,0,4,208.8,287.69
558.28,-4.54,200.0,3,26,-1.0,-0.0,119.58,0.0,449.25,13.45,0.0,53.37,0.0,7.79,0,1,1,0,1,0,1,9,643.44,349.45
424.63,4.61,200.0,4,28,-0.0,1.0,192.72,238.59,0.0,44.96,0.0,0.0,0.0,9.74,1,0,1,0,0,0,1,12,486.01,341.37
202.4,-52.71,200.0,4,30,-1.0,-0.0,223.32,0.0,0.0,7.93,0.0,13.62,0.0,5.85,0,0,1,0,1,0,1,9,250.71,201.91
69.66,8.74,76.63,3,26,-0.866025,-0.5,63.84,0.0,0.0,0.0,12.12,0.0,0.0,9.74,0,0,0,1,0,0,1,8,85.71,60.3
200.76,10.23,200.0,5,27,0.5,-0.866025,218.46,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0,0,0,0,0,0,1,5,224.96,274.11
164.53,25.71,180.98,4,30,-0.866025,-0.5,201.84,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0,0,0,0,0,0,1,8,210.93,179.73
244.04,-10.81,200.0,4,27,-1.0,-0.0,205.08,66.86,0.0,0.0,0.0,27.42,0.0,0.0,1,0,0,0,1,0,0,9,299.37,195.28
199.06,-23.19,200.0,3,28,0.866025,-0.5,200.22,0.0,0.0,0.0,11.08,0.0,0.0,9.2,0,0,0,1,0,0,1,4,220.51,281.71
227.61,-14.11,200.0,4,27,0.5,0.866025,203.46,0.0,0.0,39.75,0.0,0.0,11.82,0.0,0,0,1,0,0,1,0,1,255.03,211.69
256.59,-19.91,200.0,2,25,0.866025,0.5,234.48,0.0,0.0,60.69,0.0,0.0,0.0,5.85,0,0,1,0,0,0,1,2,301.02,185.64
254.16,25.38,200.0,4,30,-0.0,1.0,200.82,0.0,0.0,65.18,6.24,24.05,0.0,5.85,0,0,1,1,1,0,1,12,302.13,243.15
205.18,-17.43,200.0,2,24,-0.5,0.866025,227.58,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0,0,0,1,0,0,0,11,237.28,212.74
228.98,38.63,200.0,3,30,-0.0,1.0,229.2,0.0,0.0,35.75,12.47,0.0,0.0,5.2,0,0,1,1,0,0,1,12,282.61,215.98
247.47,-52.06,200.0,2,30,-0.0,1.0,268.32,0.0,0.0,19.14,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,12,287.46,239.37
269.79,40.39,200.0,5,24,-0.5,0.866025,195.96,0.0,0.0,86.64,0.0,23.82,0.0,0.0,0,0,1,0,1,0,0,11,306.42,270.48
205.98,3.43,200.0,3,19,0.0,-1.0,200.22,0.0,0.0,29.49,0.0,0.0,0.0,10.82,0,0,1,0,0,0,1,6,240.53,178.79
228.52,3.59,200.0,3,20,0.0,-1.0,201.84,0.0,0.0,0.0,0.0,58.18,0.0,9.53,0,0,0,0,1,0,1,6,269.55,189.04
329.95,-16.69,200.0,6,30,-0.866025,-0.5,228.6,147.77,0.0,0.0,0.0,0.0,0.0,3.9,1,0,0,0,0,0,1,8,380.26,277.36
226.46,-5.51,200.0,5,30,-0.866025,0.5,229.2,0.0,0.0,26.15,6.24,0.0,0.0,8.66,0,0,1,1,0,0,1,10,270.25,308.01
150.89,-23.51,165.98,2,21,1.0,0.0,186.84,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0,0,0,0,0,0,1,3,195.5,203.55
188.42,-30.72,200.0,3,26,0.5,-0.866025,224.34,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0,0,0,0,0,0,1,5,227.8,271.61
187.87,61.52,200.0,2,23,-0.5,0.866025,225.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,11,225.96,195.27
259.78,-5.45,200.0,5,30,0.5,-0.866025,194.34,120.87,0.0,0.0,0.0,7.6,0.0,3.25,1,0,0,0,1,0,1,5,326.05,331.86
230.68,54.73,200.0,2,23,0.866025,-0.5,151.98,0.0,0.0,0.16,0.0,53.2,60.33,6.5,0,0,1,0,1,1,1,4,272.17,307.1
258.51,-45.52,200.0,2,24,0.866025,-0.5,195.96,0.0,0.0,12.91,6.93,0.0,77.4,10.82,0,0,1,1,0,1,1,4,304.01,338.98
206.05,-36.19,200.0,5,29,0.5,0.866025,225.96,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0,0,0,0,0,1,1,231.16,195.86
389.92,3.84,200.0,2,29,-0.0,1.0,182.58,249.27,0.0,0.0,0.0,0.0,0.0,9.2,1,0,0,0,0,0,1,12,441.05,257.16
129.51,-46.83,142.46,3,22,-1.0,-0.0,138.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,9,138.84,83.36
100.36,-1.39,110.4,5,30,0.5,0.866025,93.84,0.0,0.0,0.0,0.0,0.0,0.0,11.91,0,0,0,0,0,0,1,1,105.75,102.59
286.4,28.36,200.0,3,27,1.0,0.0,155.46,176.31,0.0,17.87,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,3,349.64,315.08
572.85,-8.03,200.0,7,17,0.5,0.866025,201.84,0.0,375.57,91.62,0.0,0.0,0.0,2.27,0,1,1,0,0,0,1,1,671.3,360.56
197.7,-79.14,200.0,5,28,-0.5,-0.866025,201.84,0.0,0.0,0.0,8.66,16.5,0.0,3.9,0,0,0,1,1,0,1,7,230.9,200.67
114.73,31.53,126.2,3,21,0.866025,0.5,129.72,0.0,0.0,0.0,0.0,0.0,0.0,5.52,0,0,0,0,0,0,1,2,135.24,81.41
194.61,31.37,200.0,3,29,-1.0,-0.0,205.08,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0,0,0,0,0,0,1,9,207.24,180.93
278.42,20.5,200.0,3,26,0.5,0.866025,216.84,0.0,0.0,78.53,0.0,0.0,0.0,19.48,0,0,1,0,0,0,1,1,314.85,226.78
372.84,21.07,200.0,1,25,1.0,0.0,233.46,162.23,0.0,0.0,4.85,31.84,0.0,0.0,1,0,0,1,1,0,0,3,432.38,432.12
255.78,-20.56,200.0,6,30,1.0,0.0,236.7,0.0,0.0,29.32,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,266.02,386.09
291.21,23.19,200.0,3,26,0.866025,-0.5,201.84,0.0,0.0,0.0,12.47,15.19,107.71,9.74,0,0,0,1,1,1,1,4,346.95,392.05
227.9,34.07,200.0,1,22,-0.5,-0.866025,218.46,0.0,0.0,7.68,10.39,0.0,41.37,2.6,0,0,1,1,0,1,1,7,280.5,165.82
303.21,23.0,200.0,7,17,-0.5,-0.866025,195.96,136.08,0.0,14.99,0.0,17.52,0.0,5.2,1,0,1,0,1,0,1,7,369.75,198.44
205.62,22.07,200.0,4,29,1.0,0.0,171.84,0.0,0.0,23.26,0.0,33.39,0.0,0.0,0,0,1,0,1,0,0,3,228.49,289.98
267.3,-16.61,200.0,4,24,0.866025,-0.5,260.22,0.0,0.0,31.4,0.0,0.0,0.0,10.82,0,0,1,0,0,0,1,4,302.44,364.89
178.08,20.83,195.89,5,25,-0.866025,-0.5,196.98,0.0,0.0,0.0,0.0,0.0,0.0,10.39,0,0,0,0,0,0,1,8,207.37,179.77
463.73,36.78,200.0,3,22,0.0,-1.0,261.84,276.78,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,6,538.62,255.77
251.06,25.09,200.0,6,23,0.0,-1.0,241.98,0.0,0.0,6.65,8.31,48.65,0.0,7.14,0,0,1,1,1,0,1,6,312.74,270.09
433.8,-22.13,200.0,6,16,-0.5,-0.866025,200.22,0.0,280.18,26.17,0.0,0.0,0.0,5.52,0,1,1,0,0,0,1,7,512.09,202.65
370.22,16.18,200.0,4,29,-0.866025,-0.5,233.46,185.01,0.0,0.0,5.2,0.0,0.0,5.85,1,0,0,1,0,0,1,8,429.51,309.9
133.07,36.34,146.38,4,30,-1.0,-0.0,161.7,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0,0,0,0,0,0,1,9,163.86,145.88
335.97,8.16,200.0,4,25,0.866025,0.5,221.7,0.0,152.86,0.0,10.39,11.91,0.0,8.12,0,1,0,1,1,0,1,2,404.97,229.26
217.92,-15.21,200.0,4,27,-1.0,-0.0,240.96,0.0,0.0,0.0,5.2,29.26,0.0,0.0,0,0,0,1,1,0,0,9,275.41,247.64
514.78,53.93,200.0,2,22,-1.0,-0.0,198.6,0.0,373.74,0.0,0.0,33.93,0.0,9.53,0,1,0,0,1,0,1,9,615.8,281.72
89.05,-20.63,97.95,2,23,-0.0,1.0,95.46,0.0,0.0,0.0,8.31,0.0,0.0,4.55,0,0,0,1,0,0,1,12,108.32,64.04
207.04,-26.16,200.0,4,25,-0.5,-0.866025,201.84,0.0,0.0,0.0,13.86,0.0,0.0,12.88,0,0,0,1,0,0,1,7,228.58,187.68
98.59,-63.92,108.45,2,25,-0.5,0.866025,121.2,0.0,0.0,0.0,5.2,8.97,0.0,4.33,0,0,0,1,1,0,1,11,139.69,115.74
238.94,-8.78,200.0,3,21,1.0,0.0,155.22,0.0,0.0,11.84,0.0,23.08,78.41,1.73,0,0,1,0,1,1,1,3,270.28,309.14
167.01,-9.92,183.71,3,30,0.0,-1.0,182.58,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0,0,0,0,0,0,1,6,191.24,177.48
91.19,-25.5,100.31,2,17,0.5,0.866025,95.46,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0,0,0,0,0,0,1,1,99.14,35.49
208.88,7.61,200.0,7,23,-1.0,-0.0,195.96,0.0,0.0,17.49,15.59,0.0,0.0,11.04,0,0,1,1,0,0,1,9,240.08,173.01
251.25,-2.8,200.0,3,28,0.5,0.866025,176.1,93.89,0.0,0.0,12.47,0.0,0.0,5.85,1,0,0,1,0,0,1,1,288.31,198.99
182.16,-36.37,200.0,2,30,0.0,-1.0,182.58,0.0,0.0,0.0,0.0,46.63,0.0,2.38,0,0,0,0,1,0,1,6,231.59,182.69
284.29,27.82,200.0,2,16,-0.866025,0.5,326.46,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0,0,0,0,0,0,1,10,331.22,273.12
205.14,15.96,200.0,2,26,1.0,0.0,196.98,0.0,0.0,18.12,0.0,18.21,0.0,5.2,0,0,1,0,1,0,1,3,238.5,256.8
220.74,-5.53,200.0,3,30,0.0,-1.0,158.46,60.81,0.0,0.0,6.24,15.06,0.0,10.82,1,0,0,1,1,0,1,6,251.4,190.71
186.98,4.04,200.0,3,30,0.5,-0.866025,213.6,0.0,0.0,0.0,5.54,0.0,0.0,4.33,0,0,0,1,0,0,1,5,223.47,276.41
105.9,-12.54,116.49,4,25,0.5,-0.866025,83.1,0.0,0.0,19.1,0.0,0.0,0.0,8.23,0,0,1,0,0,0,1,5,110.43,130.64
223.64,74.55,200.0,3,26,-0.5,-0.866025,225.96,0.0,0.0,15.58,15.59,0.0,0.0,7.79,0,0,1,1,0,0,1,7,264.93,223.49
209.1,13.26,200.0,4,22,-0.866025,0.5,216.84,0.0,0.0,0.0,0.0,31.18,0.0,7.14,0,0,0,0,1,0,1,10,255.17,205.61
199.8,-4.28,200.0,5,25,-0.5,-0.866025,130.32,0.0,0.0,0.0,0.0,51.94,29.27,4.55,0,0,0,0,1,1,1,7,216.08,148.29
208.62,-11.15,200.0,4,22,1.0,0.0,225.96,0.0,0.0,2.55,0.0,0.0,0.0,10.82,0,0,1,0,0,0,1,3,239.34,273.92
191.48,-78.8,200.0,3,21,-0.5,-0.866025,203.46,0.0,0.0,20.83,0.0,0.0,0.0,7.14,0,0,1,0,0,0,1,7,231.44,159.49
247.75,26.06,200.0,5,28,-0.5,-0.866025,242.58,0.0,0.0,31.29,6.93,0.0,0.0,7.79,0,0,1,1,0,0,1,7,288.59,228.21
208.76,0.36,200.0,6,17,-0.0,1.0,216.84,0.0,0.0,0.0,0.0,0.0,18.68,0.0,0,0,0,0,0,1,0,12,235.52,181.45
242.74,-69.31,200.0,5,25,0.5,-0.866025,165.96,0.0,0.0,0.0,6.24,52.85,55.0,6.82,0,0,0,1,1,1,1,5,286.86,353.97
287.69,-7.06,200.0,4,28,0.866025,-0.5,237.72,0.0,0.0,0.0,0.0,0.0,108.29,6.82,0,0,0,0,0,1,1,4,352.83,490.76
182.28,-45.65,200.0,3,28,0.866025,-0.5,200.22,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0,1,4,204.55,277.31
219.51,-18.53,200.0,4,30,-0.5,0.866025,211.98,0.0,0.0,0.0,0.0,31.51,0.0,8.66,0,0,0,0,1,0,1,11,252.15,246.37
246.46,-41.46,200.0,6,30,-0.5,-0.866025,185.82,0.0,0.0,50.62,0.0,37.69,0.0,4.33,0,0,1,0,1,0,1,7,278.47,266.78
137.92,65.77,151.71,3,30,-1.0,-0.0,176.1,0.0,0.0,5.04,8.31,0.0,0.0,0.0,0,0,1,1,0,0,0,9,189.45,159.73
213.5,-15.63,200.0,4,24,-1.0,-0.0,185.82,0.0,0.0,21.04,0.0,19.01,0.0,6.5,0,0,1,0,1,0,1,9,232.36,183.19
243.84,25.14,200.0,4,30,-0.0,1.0,224.34,0.0,0.0,38.2,0.0,0.0,4.05,3.9,0,0,1,0,0,1,1,12,270.49,247.56
168.12,4.27,184.93,3,25,0.866025,0.5,182.58,0.0,0.0,17.75,0.0,0.0,0.0,9.74,0,0,1,0,0,0,1,2,210.08,157.04
248.18,11.52,200.0,3,23,-0.5,0.866025,230.22,0.0,0.0,39.04,5.2,0.0,0.0,7.36,0,0,1,1,0,0,1,11,281.82,240.29
212.17,36.16,200.0,4,30,-0.5,0.866025,229.2,0.0,0.0,0.0,8.66,0.0,0.0,4.55,0,0,0,1,0,0,1,11,242.41,263.21
157.44,43.02,173.18,2,23,0.866025,0.5,180.96,0.0,0.0,0.0,0.0,0.0,0.0,10.28,0,0,0,0,0,0,1,2,191.24,137.67
296.37,-0.51,200.0,4,29,1.0,0.0,242.58,0.0,0.0,23.3,0.0,35.29,53.34,6.17,0,0,1,0,1,1,1,3,360.68,525.86
222.6,-18.78,200.0,3,29,0.5,0.866025,224.34,0.0,0.0,47.17,10.39,0.0,0.0,0.0,0,0,1,1,0,0,0,1,281.91,211.84
164.1,-54.29,180.51,3,17,0.866025,-0.5,198.6,0.0,0.0,0.79,6.24,9.22,0.0,3.68,0,0,1,1,1,0,1,4,218.52,234.78
193.31,49.28,200.0,3,29,0.866025,0.5,224.34,0.0,0.0,0.0,3.12,0.0,0.0,7.79,0,0,0,1,0,0,1,2,235.25,177.99
241.57,-6.25,200.0,3,28,0.0,-1.0,224.34,0.0,0.0,0.0,6.93,46.96,0.0,5.52,0,0,0,1,1,0,1,6,283.75,240.43
244.45,0.24,200.0,3,23,0.866025,0.5,245.82,0.0,0.0,37.85,0.0,0.0,4.06,6.5,0,0,1,0,0,1,1,2,294.23,203.88
289.47,-12.33,200.0,3,18,-0.5,0.866025,305.58,0.0,0.0,0.0,4.68,30.66,0.0,0.0,0,0,0,1,1,0,0,11,340.92,293.32
524.98,8.18,200.0,3,23,0.5,-0.866025,180.96,0.0,417.56,13.82,8.31,0.0,0.0,10.28,0,1,1,1,0,0,1,5,630.95,610.88
242.4,0.71,200.0,2,27,-0.866025,-0.5,266.7,0.0,0.0,0.0,0.0,0.0,0.0,7.79,0,0,0,0,0,0,1,8,274.49,222.71
193.98,4.23,200.0,3,26,0.5,-0.866025,211.98,0.0,0.0,0.0,0.0,39.11,0.0,1.73,0,0,0,0,1,0,1,5,252.82,295.58
257.66,3.03,200.0,3,19,-0.866025,0.5,242.58,57.34,0.0,0.0,0.0,0.0,0.0,4.33,1,0,0,0,0,0,1,10,304.25,168.21
393.97,18.08,200.0,3,29,-0.5,0.866025,180.96,266.19,0.0,0.0,6.93,0.0,0.0,0.0,1,0,0,1,0,0,0,11,454.08,341.49
171.03,-10.76,188.13,5,23,-0.5,0.866025,200.22,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0,0,0,0,0,0,1,11,203.68,190.76
207.36,24.27,200.0,5,26,0.5,0.866025,200.22,0.0,0.0,0.0,0.0,29.35,0.0,7.36,0,0,0,0,1,0,1,1,236.93,218.48
256.3,2.34,200.0,5,21,-0.866025,0.5,260.82,0.0,0.0,25.48,0.0,0.0,0.0,2.17,0,0,1,0,0,0,1,10,288.46,254.5
290.61,-52.47,200.0,1,30,0.5,0.866025,246.84,0.0,0.0,48.05,10.39,18.29,0.0,7.79,0,0,1,1,1,0,1,1,331.36,229.54
228.39,-4.84,200.0,3,22,-0.866025,-0.5,265.08,0.0,0.0,0.0,0.0,0.0,0.0,5.52,0,0,0,0,0,0,1,8,270.6,197.94
264.03,40.48,200.0,3,22,0.866025,-0.5,222.72,0.0,0.0,0.0,0.0,0.0,80.41,3.25,0,0,0,0,0,1,1,4,306.38,347.09
364.2,-22.79,200.0,6,30,-0.0,1.0,159.48,118.02,0.0,100.88,0.0,38.0,0.0,3.68,1,0,1,0,1,0,1,12,420.06,355.1
157.51,-33.22,173.26,5,21,-0.5,-0.866025,182.58,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0,0,0,0,0,0,1,7,191.78,173.8
217.19,-3.21,200.0,3,25,0.0,-1.0,230.22,0.0,0.0,25.57,3.46,0.0,0.0,4.87,0,0,1,1,0,0,1,6,264.13,237.64
148.57,-38.32,163.43,2,17,-0.0,1.0,192.72,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0,0,0,0,0,0,1,12,196.18,107.22
183.95,-26.42,200.0,2,23,-0.0,1.0,239.34,0.0,0.0,0.0,0.0,0.0,0.0,8.12,0,0,0,0,0,0,1,12,247.46,164.68
220.46,-8.14,200.0,7,27,-1.0,-0.0,218.46,0.0,0.0,30.79,0.0,0.0,14.88,10.82,0,0,1,0,0,1,1,9,274.95,281.88
169.5,-15.05,186.45,6,16,0.0,-1.0,164.94,0.0,0.0,0.0,0.0,0.0,37.13,4.11,0,0,0,0,0,1,1,6,206.18,153.2
208.79,12.57,200.0,5,28,-1.0,-0.0,211.98,0.0,0.0,39.79,0.0,0.0,0.0,2.27,0,0,1,0,0,0,1,9,254.04,229.77
144.81,-38.14,159.29,4,20,0.5,-0.866025,177.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,177.72,225.24
202.48,-32.51,200.0,6,28,0.5,-0.866025,222.72,0.0,0.0,0.0,0.0,0.0,0.0,10.28,0,0,0,0,0,0,1,5,233.0,296.94
269.74,26.57,200.0,3,26,-0.5,-0.866025,52.08,0.0,269.86,0.0,10.39,0.0,0.0,3.9,0,1,0,1,0,0,1,7,336.23,218.36
532.67,-9.85,200.0,5,29,-0.5,0.866025,219.48,0.0,324.14,35.5,6.24,36.72,0.0,3.68,0,1,1,1,1,0,1,11,625.75,603.42
257.82,11.69,200.0,7,30,0.866025,0.5,216.84,0.0,0.0,65.93,0.0,0.0,0.0,13.53,0,0,1,0,0,0,1,2,296.3,262.43
167.07,38.4,183.78,3,27,-0.866025,0.5,177.72,0.0,0.0,40.53,0.0,0.0,6.69,6.82,0,0,1,0,0,1,1,10,231.77,201.28
182.7,15.31,200.0,3,22,-1.0,-0.0,192.72,0.0,0.0,0.0,0.0,0.0,17.52,2.17,0,0,0,0,0,1,1,9,212.41,175.64
199.54,-19.23,200.0,2,24,0.866025,-0.5,200.22,0.0,0.0,0.0,0.0,30.74,0.0,11.04,0,0,0,0,1,0,1,4,242.01,258.31
155.24,13.95,170.76,4,16,-1.0,-0.0,200.22,0.0,0.0,0.0,0.0,0.0,0.0,12.99,0,0,0,0,0,0,1,9,213.21,157.29
78.43,-22.28,86.27,4,15,-0.5,0.866025,71.34,0.0,0.0,0.0,0.0,0.0,13.95,5.2,0,0,0,0,0,1,1,11,90.48,43.94
211.4,-28.39,200.0,4,30,-0.0,1.0,211.98,0.0,0.0,0.0,6.93,0.0,0.0,5.85,0,0,0,1,0,0,1,12,224.75,190.15
189.83,-13.31,200.0,4,26,0.866025,0.5,205.08,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0,0,0,0,0,0,1,2,212.22,192.4
219.03,5.8,200.0,5,19,1.0,0.0,220.08,0.0,0.0,27.18,0.0,27.15,0.0,7.79,0,0,1,0,1,0,1,3,282.2,308.36
165.04,17.37,181.54,5,29,0.5,0.866025,179.34,0.0,0.0,0.0,12.99,0.0,0.0,3.9,0,0,0,1,0,0,1,1,196.23,178.91
224.83,-8.13,200.0,2,29,-0.5,0.866025,179.34,0.0,0.0,39.73,5.2,15.66,0.0,6.5,0,0,1,1,1,0,1,11,246.42,231.22
180.99,-42.22,199.09,3,30,-0.5,-0.866025,192.72,0.0,0.0,0.0,0.0,0.0,0.0,10.39,0,0,0,0,0,0,1,7,203.11,189.94
249.23,2.13,200.0,3,30,-1.0,-0.0,244.2,0.0,0.0,36.11,0.0,0.0,0.0,6.5,0,0,1,0,0,0,1,9,286.81,258.69
274.52,-0.51,200.0,5,30,-0.866025,0.5,311.46,0.0,0.0,7.71,0.0,0.0,0.0,6.5,0,0,1,0,0,0,1,10,325.66,334.8
230.62,40.29,200.0,5,24,-0.0,1.0,251.7,0.0,0.0,36.47,6.24,0.0,0.0,3.68,0,0,1,1,0,0,1,12,298.09,198.36
228.19,-30.89,200.0,4,15,-0.866025,-0.5,227.58,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0,0,0,0,0,1,8,232.78,144.59
278.52,-17.35,200.0,2,30,1.0,0.0,259.2,0.0,0.0,0.0,0.0,45.9,0.0,6.5,0,0,0,0,1,0,1,3,311.6,396.43
170.32,4.05,187.35,4,30,-1.0,-0.0,155.22,0.0,0.0,22.17,10.39,0.0,0.0,12.88,0,0,1,1,0,0,1,9,200.66,206.88
198.78,6.01,200.0,3,30,-0.5,-0.866025,201.84,0.0,0.0,21.42,5.2,19.5,0.0,0.0,0,0,1,1,1,0,0,7,247.96,247.79
250.25,-27.01,200.0,5,29,-1.0,-0.0,216.84,0.0,0.0,40.05,0.0,39.9,0.0,0.0,0,0,1,0,1,0,0,9,296.79,318.04
273.47,5.63,200.0,4,25,0.5,0.866025,313.08,0.0,0.0,0.0,0.0,0.0,0.0,5.52,0,0,0,0,0,0,1,1,318.6,260.26
172.29,-3.58,189.52,3,27,1.0,0.0,198.6,0.0,0.0,0.0,4.16,0.0,0.0,5.85,0,0,0,1,0,0,1,3,208.6,249.64
62.71,9.47,68.98,6,30,0.866025,-0.5,71.94,0.0,0.0,0.0,5.2,0.0,0.0,9.53,0,0,0,1,0,0,1,4,86.66,126.52
207.71,10.53,200.0,2,30,-1.0,-0.0,220.08,0.0,0.0,0.0,10.39,0.0,0.0,0.0,0,0,0,1,0,0,0,9,230.47,205.43
