hist_avg_units,hist_trend,num_people,days_home,month_sin,month_cos,baseload_kwh,ac_1ton_kwh,ac_1_5ton_kwh,geyser_kwh,wm_kwh,microwave_kwh,cooler_kwh,iron_kwh,has_ac_1ton,has_ac_1_5ton,has_geyser,has_wm,has_microwave,has_cooler,has_iron,actual_units,total_hca_kwh,has_any_ac,high_occupancy,partial_month
231.68,19.11,3,28,-0.5,0.866025,222.72,0.0,0.0,0.0,19.4,17.58,0.0,4.55,0,0,0,1,1,0,1,269.48,41.529999999999994,0,0,0
169.19,-40.75,4,27,0.866025,0.5,205.08,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0,1,147.92,4.33,0,0,0
171.07,-27.11,6,28,0.5,0.866025,180.96,0.0,0.0,0.0,0.0,0.0,0.0,15.16,0,0,0,0,0,0,1,149.14,15.16,0,1,0
177.92,-19.86,5,20,-0.5,-0.866025,179.34,0.0,0.0,0.0,5.54,0.0,0.0,10.82,0,0,0,1,0,0,1,151.98,16.36,0,1,1
222.78,0.73,2,23,0.866025,-0.5,200.22,0.0,0.0,17.39,0.0,32.08,0.0,6.5,0,0,1,0,1,0,1,299.67,55.97,0,0,1
212.89,-16.78,5,30,-0.0,1.0,177.72,0.0,0.0,89.95,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,218.29,89.95,0,1,0
214.47,-23.96,1,26,0.866025,-0.5,200.22,0.0,0.0,0.0,0.0,27.43,0.0,6.82,0,0,0,0,1,0,1,255.17,34.25,0,0,0
171.36,40.86,4,30,0.5,-0.866025,200.22,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0,0,0,0,0,0,1,281.85,4.11,0,0,0
287.12,-31.32,3,30,-0.5,-0.866025,221.1,75.73,0.0,0.0,6.93,0.0,0.0,15.59,1,0,0,1,0,0,1,232.23,98.25,1,0,0
226.39,-11.03,3,20,1.0,0.0,215.22,0.0,0.0,3.43,0.0,50.46,0.0,8.23,0,0,1,0,1,0,1,301.33,62.120000000000005,0,0,1
315.18,-42.05,4,24,0.866025,0.5,268.32,100.53,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,263.18,100.53,1,0,1
323.38,-18.66,2,30,-1.0,-0.0,222.72,117.42,0.0,0.0,0.0,0.0,0.0,9.53,1,0,0,0,0,0,1,217.56,126.95,1,0,0
295.59,14.76,6,30,0.0,-1.0,330.72,0.0,0.0,0.0,1.39,0.0,0.0,8.23,0,0,0,1,0,0,1,313.61,9.620000000000001,0,1,0
505.29,-16.63,3,30,-1.0,-0.0,205.08,0.0,385.78,0.0,0.0,0.0,0.0,11.91,0,1,0,0,0,0,1,438.38,397.69,1,0,0
301.0,-1.19,3,28,0.866025,0.5,263.22,0.0,0.0,64.77,0.0,0.0,0.0,5.52,0,0,1,0,0,0,1,246.0,70.28999999999999,0,0,0
218.85,-10.39,1,30,-0.866025,0.5,213.6,0.0,0.0,0.0,6.24,0.0,9.0,2.27,0,0,0,1,0,1,1,203.18,17.51,0,0,0
259.53,-19.73,6,21,0.866025,0.5,200.22,57.31,0.0,0.0,13.86,0.0,0.0,13.64,1,0,0,1,0,0,1,171.27,84.81,1,1,1
292.73,3.92,4,23,-0.5,0.866025,219.48,83.73,0.0,0.0,0.0,21.54,0.0,6.5,1,0,0,0,1,0,1,218.48,111.77000000000001,1,0,1
180.02,23.27,2,30,-0.866025,0.5,192.72,0.0,0.0,8.55,4.16,7.79,0.0,3.68,0,0,1,1,1,0,1,194.01,24.18,0,0,0
199.61,32.9,4,22,-1.0,-0.0,222.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,186.74,0.0,0,0,1
263.35,-7.05,6,29,-0.5,0.866025,308.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,312.39,0.0,0,1,0
185.14,5.75,7,30,-0.866025,-0.5,72.96,122.44,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,159.12,122.44,1,1,0
240.55,-21.78,3,23,-0.5,-0.866025,245.22,0.0,0.0,43.15,0.0,0.0,0.0,14.4,0,0,1,0,0,0,1,237.1,57.55,0,0,1
296.55,4.24,4,23,0.5,0.866025,244.2,0.0,0.0,73.56,5.54,0.0,5.56,12.99,0,0,1,1,0,1,1,243.82,97.65,0,0,1
238.97,-11.74,3,30,1.0,0.0,285.72,0.0,0.0,0.0,0.0,0.0,0.0,8.23,0,0,0,0,0,0,1,421.64,8.23,0,0,0
335.28,-86.84,2,22,0.0,-1.0,222.72,0.0,0.0,13.42,10.39,8.38,140.75,3.68,0,0,1,1,1,1,1,311.13,176.62,0,0,1
531.0,-25.11,4,29,-0.5,-0.866025,237.72,0.0,363.62,0.0,14.55,0.0,0.0,0.0,0,1,0,1,0,0,0,444.37,378.17,1,0,0
286.31,-22.53,4,30,0.5,-0.866025,201.84,0.0,0.0,0.0,3.12,0.0,107.25,1.73,0,0,0,1,0,1,1,384.86,112.10000000000001,0,0,0
263.38,15.52,4,17,0.5,-0.866025,261.84,0.0,0.0,16.51,0.0,32.37,0.0,5.52,0,0,1,0,1,0,1,302.01,54.39999999999999,0,0,1
380.43,54.87,3,22,-0.5,0.866025,227.58,188.2,0.0,0.0,7.27,20.26,0.0,5.2,1,0,0,1,1,0,1,285.86,220.92999999999998,1,0,1
219.87,38.67,6,22,1.0,0.0,200.22,0.0,0.0,0.0,12.47,44.2,0.0,9.74,0,0,0,1,1,0,1,311.01,66.41,0,1,1
209.97,-40.15,4,27,-0.0,1.0,158.46,0.0,0.0,57.25,0.0,0.0,0.0,5.41,0,0,1,0,0,0,1,173.97,62.66,0,0,0
216.26,2.67,4,29,-0.866025,0.5,253.32,0.0,0.0,0.0,0.0,0.0,1.9,5.2,0,0,0,0,0,1,1,261.21,7.1,0,0,0
393.05,-11.63,7,15,0.5,0.866025,136.2,0.0,213.91,97.79,5.2,0.0,0.0,0.0,0,1,1,1,0,0,0,154.25,316.9,1,1,1
185.99,10.01,2,18,0.5,0.866025,180.96,0.0,0.0,29.51,0.0,0.0,0.0,5.52,0,0,1,0,0,0,1,147.71,35.03,0,0,1
262.42,4.88,2,18,-0.5,0.866025,222.72,0.0,0.0,89.09,0.0,0.0,0.0,4.33,0,0,1,0,0,0,1,222.64,93.42,0,0,1
193.93,-52.92,4,23,-0.0,1.0,225.96,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0,0,0,1,0,0,0,159.44,6.93,0,0,1
566.46,-54.83,4,29,-0.5,0.866025,216.84,0.0,386.33,38.32,0.0,0.0,0.0,2.38,0,1,1,0,0,0,1,434.13,427.03,1,0,0
249.34,31.85,3,23,-0.866025,-0.5,236.1,0.0,0.0,0.0,0.0,37.75,23.99,4.33,0,0,0,0,1,1,1,233.71,66.07,0,0,1
205.41,14.53,5,26,0.866025,0.5,237.72,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0,0,0,0,0,0,1,182.59,4.76,0,1,0
182.82,-42.62,2,26,-0.0,1.0,200.22,0.0,0.0,0.0,0.0,21.23,0.0,0.0,0,0,0,0,1,0,0,149.49,21.23,0,0,0
370.3,19.18,3,19,0.0,-1.0,246.84,106.52,0.0,0.0,9.7,45.26,0.0,6.17,1,0,0,1,1,0,1,256.93,167.64999999999998,1,0,1
205.37,-25.35,4,27,0.0,-1.0,203.46,0.0,0.0,0.0,0.0,38.85,0.0,4.76,0,0,0,0,1,0,1,206.73,43.61,0,0,0
314.33,48.66,1,30,-0.866025,-0.5,354.84,0.0,0.0,0.0,8.66,0.0,0.0,13.64,0,0,0,1,0,0,1,333.55,22.3,0,0,0
231.86,4.98,4,22,-0.5,-0.866025,221.1,0.0,0.0,40.62,0.0,0.0,0.0,4.76,0,0,1,0,0,0,1,195.99,45.379999999999995,0,0,1
48.27,0.0,6,30,-1.0,-0.0,47.22,0.0,0.0,0.0,0.0,0.0,0.0,10.28,0,0,0,0,0,0,1,64.82,10.28,0,1,0
161.95,-17.04,1,30,-0.866025,0.5,205.08,0.0,0.0,0.0,0.0,0.0,0.0,5.85,0,0,0,0,0,0,1,224.49,5.85,0,0,0
256.4,10.25,3,30,-1.0,-0.0,119.58,154.27,0.0,37.64,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,235.86,191.91000000000003,1,0,0
143.8,34.48,7,30,-1.0,-0.0,116.34,0.0,0.0,15.38,0.0,40.25,0.0,6.5,0,0,1,0,1,0,1,173.02,62.13,0,1,0
158.54,-8.25,3,23,-0.5,0.866025,155.22,54.81,0.0,0.0,0.0,0.0,0.0,7.79,1,0,0,0,0,0,1,136.04,62.6,1,0,1
200.73,-21.29,3,27,0.5,0.866025,218.46,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0,1,206.23,4.33,0,0,0
232.32,-24.08,2,24,-0.866025,0.5,261.84,0.0,0.0,0.0,0.0,0.0,0.0,13.53,0,0,0,0,0,0,1,206.27,13.53,0,0,1
169.05,5.35,3,29,-0.866025,-0.5,206.7,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0,0,0,0,0,0,1,207.27,4.76,0,0,0
144.23,-13.64,4,21,0.5,-0.866025,92.22,0.0,0.0,0.0,6.24,41.62,0.0,6.5,0,0,0,1,1,0,1,150.57,54.36,0,0,1
258.44,-6.21,2,24,-0.5,-0.866025,252.72,0.0,0.0,42.69,0.0,34.11,0.0,0.0,0,0,1,0,1,0,0,235.98,76.8,0,0,1
178.86,-60.19,5,30,0.866025,0.5,205.08,0.0,0.0,0.0,10.91,0.0,0.0,8.23,0,0,0,1,0,0,1,215.13,19.14,0,1,0
136.96,44.76,2,24,0.866025,-0.5,129.72,0.0,0.0,4.54,0.0,20.93,0.0,7.36,0,0,1,0,1,0,1,141.41,32.83,0,0,1
207.66,-0.39,3,28,-1.0,-0.0,224.94,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0,0,0,0,0,0,1,203.06,5.41,0,0,0
211.07,-9.94,5,25,0.0,-1.0,205.08,0.0,0.0,0.0,5.54,0.0,0.0,8.66,0,0,0,1,0,0,1,208.98,14.2,0,1,0
300.94,-5.01,3,25,0.5,0.866025,253.32,0.0,0.0,60.52,10.39,18.47,0.0,4.55,0,0,1,1,1,0,1,220.9,93.92999999999999,0,0,0
145.11,26.92,1,18,-1.0,-0.0,171.84,0.0,0.0,7.03,0.0,0.0,0.0,3.9,0,0,1,0,0,0,1,123.18,10.93,0,0,1
186.48,32.05,2,20,1.0,0.0,226.98,0.0,0.0,0.0,7.27,0.0,0.0,3.9,0,0,0,1,0,0,1,269.04,11.17,0,0,1
316.15,-2.99,1,30,-0.0,1.0,251.7,0.0,0.0,79.49,0.0,18.3,0.0,5.85,0,0,1,0,1,0,1,293.71,103.63999999999999,0,0,0
131.9,10.17,6,30,-0.5,-0.866025,155.22,0.0,0.0,0.0,6.24,0.0,0.0,0.0,0,0,0,1,0,0,0,175.52,6.24,0,1,0
224.14,31.98,5,29,-0.866025,-0.5,197.58,0.0,0.0,45.1,0.0,23.09,0.0,4.87,0,0,1,0,1,0,1,238.21,73.06,0,1,0
289.02,-12.7,3,30,0.866025,0.5,306.6,0.0,0.0,0.0,0.0,36.02,0.0,5.2,0,0,0,0,1,0,1,278.22,41.220000000000006,0,0,0
251.3,-22.63,3,17,0.0,-1.0,203.46,79.94,0.0,14.46,0.0,24.99,0.0,5.41,1,0,1,0,1,0,1,147.25,124.8,1,0,1
213.48,-43.9,4,18,0.866025,0.5,228.6,0.0,0.0,0.0,7.27,14.81,0.0,0.0,0,0,0,1,1,0,0,163.26,22.08,0,0,1
241.98,0.85,4,27,-0.5,-0.866025,112.08,144.16,0.0,35.25,0.0,0.0,0.0,6.17,1,0,1,0,0,0,1,185.2,185.57999999999998,1,0,0
176.43,5.8,3,29,-0.866025,0.5,162.72,0.0,0.0,0.0,0.0,30.7,0.0,12.34,0,0,0,0,1,0,1,193.2,43.04,0,0,0
193.19,-49.29,4,30,-1.0,-0.0,215.22,0.0,0.0,0.0,5.54,0.0,0.0,5.85,0,0,0,1,0,0,1,246.98,11.39,0,0,0
275.02,-61.56,3,27,-0.0,1.0,229.2,0.0,0.0,54.58,6.24,35.22,0.0,8.66,0,0,1,1,1,0,1,282.86,104.69999999999999,0,0,0
154.82,-13.66,4,20,0.5,0.866025,200.22,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0,0,0,0,0,0,1,143.0,7.14,0,0,1
176.87,-42.29,4,28,-1.0,-0.0,158.46,0.0,0.0,19.14,8.66,0.0,12.52,9.2,0,0,1,1,0,1,1,223.53,49.519999999999996,0,0,0
165.97,10.28,3,28,0.0,-1.0,180.96,0.0,0.0,15.95,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,197.3,15.95,0,0,0
237.29,35.91,6,30,-0.5,-0.866025,245.82,0.0,0.0,0.0,0.0,34.01,0.0,3.25,0,0,0,0,1,0,1,278.14,37.26,0,1,0
194.72,25.56,3,26,0.5,-0.866025,229.2,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0,0,0,0,0,0,1,271.19,6.5,0,0,0
281.49,-16.97,3,26,0.5,0.866025,191.1,0.0,0.0,84.02,0.0,39.71,0.0,6.82,0,0,1,0,1,0,1,240.22,130.54999999999998,0,0,0
332.11,18.76,5,24,1.0,0.0,229.2,110.42,0.0,0.0,0.0,0.0,0.0,6.93,1,0,0,0,0,0,1,364.76,117.35,1,1,1
154.21,29.37,1,21,-0.866025,0.5,192.72,0.0,0.0,0.0,3.46,0.0,0.0,6.5,0,0,0,1,0,0,1,161.12,9.96,0,0,1
275.93,-33.41,4,28,0.866025,-0.5,191.7,0.0,96.42,0.0,0.0,0.0,0.0,11.91,0,1,0,0,0,0,1,338.17,108.33,1,0,0
425.27,20.08,5,20,0.5,-0.866025,229.2,209.62,0.0,18.13,10.39,0.0,0.0,9.09,1,0,1,1,0,0,1,408.38,247.23,1,1,1
489.68,-6.84,5,23,-0.5,-0.866025,205.08,0.0,339.42,21.42,0.0,0.0,0.0,5.85,0,1,1,0,0,0,1,375.43,366.69000000000005,1,1,1
240.18,53.69,5,30,0.866025,0.5,254.94,0.0,0.0,0.0,0.0,0.0,0.0,9.53,0,0,0,0,0,0,1,224.36,9.53,0,1,0
176.75,2.91,4,29,-0.5,0.866025,206.7,0.0,0.0,0.0,0.0,0.0,0.0,9.74,0,0,0,0,0,0,1,200.7,9.74,0,0,0
206.94,-17.18,3,28,0.5,0.866025,244.2,0.0,0.0,0.0,0.0,0.0,0.0,7.79,0,0,0,0,0,0,1,198.66,7.79,0,0,0
233.08,-7.58,4,22,0.5,0.866025,226.98,0.0,0.0,0.0,0.0,20.22,0.0,12.34,0,0,0,0,1,0,1,188.08,32.56,0,0,1
250.5,-3.21,4,23,0.866025,-0.5,203.46,0.0,0.0,0.0,14.55,0.0,74.27,9.09,0,0,0,1,0,1,1,338.12,97.91,0,0,1
187.33,22.71,4,29,-0.866025,0.5,207.72,0.0,0.0,0.0,7.27,0.0,0.0,8.66,0,0,0,1,0,0,1,231.88,15.93,0,0,0
291.67,-36.87,4,30,0.0,-1.0,247.44,90.67,0.0,0.0,1.73,0.0,0.0,8.12,1,0,0,1,0,0,1,268.8,100.52000000000001,1,0,0
164.49,-33.61,6,24,0.866025,-0.5,179.34,0.0,0.0,0.0,0.0,21.94,0.0,4.55,0,0,0,0,1,0,1,258.85,26.490000000000002,0,1,1
189.98,-36.23,3,21,-0.866025,-0.5,141.84,0.0,0.0,28.23,0.0,42.86,0.0,6.5,0,0,1,0,1,0,1,156.29,77.59,0,0,1
191.22,9.03,2,30,-0.866025,0.5,209.94,0.0,0.0,20.71,3.46,0.0,0.0,9.53,0,0,1,1,0,0,1,255.49,33.7,0,0,0
196.66,-13.4,5,23,0.5,-0.866025,158.46,0.0,0.0,28.61,0.0,52.69,0.0,2.06,0,0,1,0,1,0,1,301.62,83.36,0,1,1
223.58,-18.69,4,30,0.866025,0.5,229.2,50.05,0.0,0.0,0.0,0.0,0.0,5.2,1,0,0,0,0,0,1,190.06,55.25,1,0,0
175.55,46.98,3,24,-0.866025,0.5,205.08,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0,0,0,0,0,0,1,191.63,8.66,0,0,1
250.46,-15.37,3,22,-0.5,0.866025,184.2,0.0,0.0,73.51,0.0,0.0,8.07,9.2,0,0,1,0,0,1,1,230.92,90.78000000000002,0,0,1
210.24,-2.38,4,23,-0.866025,-0.5,222.72,0.0,0.0,0.0,0.0,0.0,7.11,5.2,0,0,0,0,0,1,1,188.26,12.31,0,0,1
185.71,0.14,7,23,-0.0,1.0,222.72,0.0,0.0,0.0,0.0,0.0,0.0,4.87,0,0,0,0,0,0,1,195.0,4.87,0,1,1
93.13,0.03,3,27,-0.0,1.0,95.46,0.0,0.0,0.0,6.93,0.0,11.0,8.66,0,0,0,1,0,1,1,99.82,26.59,0,0,0
213.07,-6.77,3,30,-0.866025,-0.5,200.22,0.0,0.0,34.57,0.0,19.5,0.0,2.38,0,0,1,0,1,0,1,250.49,56.45,0,0,0
497.21,42.34,7,29,-0.0,1.0,232.44,0.0,292.37,40.24,6.24,0.0,0.0,4.33,0,1,1,1,0,0,1,440.72,343.18,1,1,0
215.76,-36.57,5,22,0.866025,0.5,240.96,0.0,0.0,0.0,0.0,0.0,19.84,6.5,0,0,0,0,0,1,1,192.43,26.34,0,1,1
200.9,6.26,2,30,0.866025,-0.5,215.82,0.0,0.0,15.69,0.0,0.0,0.0,1.95,0,0,1,0,0,0,1,302.65,17.64,0,0,0
378.97,-50.63,4,22,-0.866025,-0.5,195.96,0.0,222.22,6.34,0.0,0.0,0.0,6.5,0,1,1,0,0,0,1,234.82,235.06,1,0,1
233.19,-4.09,4,22,0.866025,-0.5,224.94,0.0,0.0,0.0,0.0,0.0,45.77,0.0,0,0,0,0,0,1,0,337.04,45.77,0,0,1
163.18,-16.38,4,23,-0.0,1.0,176.1,0.0,0.0,0.0,10.39,14.25,0.0,6.93,0,0,0,1,1,0,1,157.4,31.57,0,0,1
175.89,0.21,1,23,-0.0,1.0,197.58,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0,0,0,0,0,1,0,139.99,1.66,0,0,1
327.71,44.45,3,26,1.0,0.0,177.72,0.0,204.25,0.0,0.0,16.81,0.0,3.68,0,1,0,0,1,0,1,408.55,224.74,1,0,0
181.07,13.38,4,30,1.0,0.0,212.58,0.0,0.0,0.0,7.79,0.0,0.0,2.38,0,0,0,1,0,0,1,312.08,10.17,0,0,0
215.3,-15.33,6,30,-0.866025,-0.5,203.46,0.0,0.0,21.44,0.0,0.0,21.71,0.0,0,0,1,0,0,1,0,230.35,43.150000000000006,0,1,0
204.69,38.02,4,20,-0.0,1.0,241.98,0.0,0.0,0.0,4.68,0.0,0.0,5.52,0,0,0,1,0,0,1,158.6,10.2,0,0,1
123.85,9.73,4,30,1.0,0.0,83.1,51.9,0.0,0.0,0.0,0.0,0.0,7.14,1,0,0,0,0,0,1,154.4,59.04,1,0,0
357.99,52.3,2,22,0.866025,-0.5,205.08,211.36,0.0,0.0,0.0,0.0,0.0,5.41,1,0,0,0,0,0,1,323.66,216.77,1,0,1
257.24,4.53,1,30,0.0,-1.0,203.46,0.0,0.0,0.0,8.66,0.0,87.32,11.37,0,0,0,1,0,1,1,264.75,107.35,0,0,0
166.9,4.1,3,25,0.0,-1.0,136.98,0.0,0.0,0.0,0.0,47.66,0.0,6.5,0,0,0,0,1,0,1,140.67,54.16,0,0,0
171.66,5.87,5,28,1.0,0.0,201.84,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0,0,0,1,0,0,0,235.37,6.93,0,1,0
311.16,6.59,6,21,-1.0,-0.0,347.34,0.0,0.0,34.31,0.0,0.0,0.0,5.2,0,0,1,0,0,0,1,344.95,39.510000000000005,0,1,1
107.87,18.86,3,24,0.866025,0.5,48.84,0.0,0.0,50.25,0.0,30.19,0.0,11.69,0,0,1,0,1,0,1,91.15,92.13,0,0,1
282.78,-17.1,3,30,0.5,-0.866025,201.84,92.44,0.0,0.0,0.0,34.07,0.0,1.84,1,0,0,0,1,0,1,367.47,128.35,1,0,0
267.98,-9.15,4,27,0.866025,-0.5,224.34,0.0,0.0,0.0,10.39,51.46,0.0,12.34,0,0,0,1,1,0,1,346.05,74.19,0,0,0
317.76,-41.36,2,20,0.0,-1.0,239.34,0.0,0.0,8.46,6.24,0.0,102.33,8.66,0,0,1,1,0,1,1,230.42,125.69,0,0,1
181.6,28.81,6,30,0.866025,0.5,201.84,0.0,0.0,0.0,0.0,0.0,10.33,9.09,0,0,0,0,0,1,1,182.2,19.42,0,1,0
599.53,-55.83,4,26,-1.0,-0.0,265.08,0.0,416.63,0.0,0.0,0.0,0.0,6.5,0,1,0,0,0,0,1,434.85,423.13,1,0,0
582.89,12.39,2,28,-0.866025,-0.5,224.34,0.0,438.83,0.0,0.0,0.0,0.0,12.99,0,1,0,0,0,0,1,447.46,451.82,1,0,0
401.17,-13.93,4,27,0.866025,-0.5,132.96,0.0,347.73,2.54,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,448.77,350.27000000000004,1,0,0
228.62,-13.56,1,30,0.5,-0.866025,220.08,0.0,0.0,40.04,11.08,0.0,0.0,0.0,0,0,1,1,0,0,0,305.26,51.12,0,0,0
233.69,8.52,3,30,0.0,-1.0,215.22,0.0,0.0,0.0,0.0,49.22,0.0,13.64,0,0,0,0,1,0,1,242.35,62.86,0,0,0
186.13,-44.45,3,30,-0.866025,0.5,177.72,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0,0,0,0,0,0,1,186.79,8.66,0,0,0
140.56,-15.08,6,30,-0.0,1.0,101.34,0.0,0.0,70.62,8.31,0.0,0.0,2.17,0,0,1,1,0,0,1,159.84,81.10000000000001,0,1,0
392.92,-11.41,3,24,-0.866025,0.5,391.32,0.0,0.0,44.84,6.93,0.0,0.0,10.82,0,0,1,1,0,0,1,370.36,62.59,0,0,1
317.51,31.12,4,30,0.866025,0.5,205.08,159.53,0.0,0.0,12.47,0.0,0.0,1.73,1,0,0,1,0,0,1,282.77,173.73,1,0,0
234.83,23.08,3,22,-0.866025,0.5,222.72,0.0,0.0,29.81,0.0,13.94,0.0,12.99,0,0,1,0,1,0,1,216.94,56.74,0,0,1
242.52,30.55,5,23,-0.0,1.0,237.72,0.0,0.0,0.0,0.0,32.0,0.0,13.53,0,0,0,0,1,0,1,192.74,45.53,0,1,1
155.23,-3.71,3,22,-1.0,-0.0,158.46,0.0,0.0,0.0,0.0,12.37,0.0,8.23,0,0,0,0,1,0,1,135.06,20.6,0,0,1
440.17,0.25,3,25,0.866025,0.5,224.34,0.0,281.29,0.0,9.7,0.0,0.0,8.23,0,1,0,1,0,0,1,331.42,299.22,1,0,0
184.34,3.95,1,30,-0.866025,-0.5,211.98,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0,1,169.27,4.33,0,0,0
203.54,-40.88,5,24,-0.0,1.0,212.58,0.0,0.0,0.0,0.0,37.96,0.0,6.5,0,0,0,0,1,0,1,188.18,44.46,0,1,1
267.52,33.07,5,30,0.5,-0.866025,203.46,0.0,96.32,0.0,4.68,0.0,0.0,2.17,0,1,0,1,0,0,1,366.95,103.17,1,1,0
271.47,6.76,4,26,0.0,-1.0,182.58,0.0,161.19,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,264.38,161.19,1,0,0
211.74,14.06,4,24,0.0,-1.0,186.84,0.0,0.0,0.0,0.0,22.56,36.5,0.0,0,0,0,0,1,1,0,181.27,59.06,0,0,1
179.79,13.1,2,21,-0.866025,0.5,176.1,0.0,0.0,0.0,0.0,11.28,0.0,2.17,0,0,0,0,1,0,1,164.84,13.45,0,0,1
212.11,-7.19,3,22,1.0,0.0,218.46,0.0,0.0,14.82,6.24,0.0,0.0,0.0,0,0,1,1,0,0,0,231.08,21.060000000000002,0,0,1
241.81,-17.19,6,17,-0.5,-0.866025,203.46,0.0,0.0,25.75,8.66,44.0,0.0,13.64,0,0,1,1,1,0,1,192.51,92.05,0,1,1
95.58,7.4,4,25,0.5,-0.866025,86.34,0.0,0.0,3.6,0.0,29.99,0.0,0.0,0,0,1,0,1,0,0,141.19,33.589999999999996,0,0,0
215.09,25.51,2,30,0.5,0.866025,239.34,0.0,0.0,0.0,5.2,0.0,0.0,6.93,0,0,0,1,0,0,1,191.58,12.129999999999999,0,0,0
522.21,-50.63,4,17,0.866025,-0.5,198.6,0.0,373.21,39.24,4.16,8.86,0.0,2.17,0,1,1,1,1,0,1,352.8,427.64000000000004,1,0,1
190.86,13.78,1,22,-0.5,-0.866025,206.7,0.0,0.0,0.0,13.86,0.0,0.0,0.0,0,0,0,1,0,0,0,138.7,13.86,0,0,1
167.39,14.63,2,26,-0.0,1.0,76.2,0.0,0.0,58.22,12.47,39.42,0.0,4.11,0,0,1,1,1,0,1,148.27,114.22,0,0,0
266.01,-4.89,1,22,-0.866025,-0.5,237.72,0.0,0.0,39.33,5.2,0.0,0.0,8.12,0,0,1,1,0,0,1,201.53,52.65,0,0,1
263.27,9.2,5,21,-0.5,0.866025,309.84,0.0,0.0,0.0,0.0,9.82,0.0,9.74,0,0,0,0,1,0,1,296.56,19.560000000000002,0,1,1
208.88,27.32,5,28,-0.866025,0.5,229.2,0.0,0.0,0.0,12.12,0.0,0.0,5.41,0,0,0,1,0,0,1,227.57,17.53,0,1,0
169.06,30.3,4,30,0.5,-0.866025,187.44,0.0,0.0,0.0,0.0,0.0,0.0,8.12,0,0,0,0,0,0,1,284.37,8.12,0,0,0
203.02,-20.65,6,26,0.866025,-0.5,230.82,0.0,0.0,0.0,0.0,0.0,0.0,19.48,0,0,0,0,0,0,1,274.13,19.48,0,1,0
211.79,22.93,5,30,1.0,0.0,225.96,0.0,0.0,0.0,0.0,34.87,0.0,6.5,0,0,0,0,1,0,1,356.86,41.37,0,1,0
220.91,26.23,4,28,1.0,0.0,192.72,0.0,0.0,0.0,0.0,34.72,43.35,0.0,0,0,0,0,1,1,0,331.61,78.07,0,0,0
285.32,12.27,2,23,1.0,0.0,242.58,0.0,0.0,0.0,13.86,63.82,0.0,8.23,0,0,0,1,1,0,1,318.87,85.91000000000001,0,0,1
211.54,18.08,4,17,-1.0,-0.0,245.22,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0,0,0,0,0,0,1,199.23,8.66,0,0,1
253.43,-5.52,4,29,-0.866025,-0.5,202.44,60.18,0.0,0.0,6.93,35.63,0.0,0.0,1,0,0,1,1,0,0,241.54,102.74000000000001,1,0,0
203.2,14.82,4,17,0.0,-1.0,180.96,0.0,0.0,29.62,5.2,0.0,0.0,4.87,0,0,1,1,0,0,1,161.51,39.69,0,0,1
230.8,11.71,3,25,-0.5,0.866025,260.22,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0,0,0,0,0,0,1,225.74,4.76,0,0,0
247.01,-4.55,5,30,-0.866025,-0.5,184.2,0.0,0.0,49.26,2.6,38.7,0.0,7.79,0,0,1,1,1,0,1,238.36,98.35000000000001,0,1,0
458.29,12.07,3,27,-0.0,1.0,179.34,0.0,281.31,44.09,0.0,0.0,0.0,5.52,0,1,1,0,0,0,1,331.39,330.91999999999996,1,0,0
225.62,-14.45,3,26,-1.0,-0.0,219.48,0.0,0.0,0.0,0.0,0.0,34.83,7.79,0,0,0,0,0,1,1,197.35,42.62,0,0,0
179.17,-0.59,5,30,0.0,-1.0,203.46,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0,0,0,0,0,0,1,223.93,6.5,0,1,0
277.36,15.28,1,30,0.5,-0.866025,71.34,209.67,0.0,9.35,5.2,0.0,0.0,12.99,1,0,1,1,0,0,1,283.67,237.20999999999998,1,0,0
